section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),status-full,status-bold,readonly (8),readonly (9),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-waitlist,status-bold (2),readonly (12),readonly (13),status-bold (3),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20)
Research,Individual Instruction,Physical Therapy,8986,05,0,53458,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physical Therapy,8986,06,0,53459,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physical Therapy,8986,07,0,53460,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physical Therapy,9990,01,0,51601,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physical Therapy,9990,02,0,52181,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,2,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 2,Individual Instruction,Physical Therapy,9991,01,0,51602,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 2,Individual Instruction,Physical Therapy,9991,02,0,53452,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physical Therapy,9996,01,0,51225,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physical Therapy,9996,03,0,51587,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physical Therapy,9996,04,0,51647,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physical Therapy,9996,05,0,53356,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physical Therapy,9996,06,0,53453,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GSBV Bouve,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Medicine 3,Lecture,Physician Assistant,6313,01,4,50023,Tuesday,S,M,W,T,F,T,S,08:00 AM - 12:30 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,08,00,12,30,,,,,,"Wednesday,Thursday",S,M,T,W,F,S,T,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Type:,Building: Robinson Hall,Building:,Room: 107,Room:,Start Date: 05/05/2025,Start Date:,End Date: 08/16/2025,End Date:
Principles of Obstetrics and Gynecology,Lecture,Physician Assistant,6320,01,2,50053,Monday,S,T,W,T,F,M,S,08:00 AM - 09:30 AM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,08,00,09,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Surgery,Lecture,Physician Assistant,6321,01,2,50204,Tuesday,S,M,W,T,F,T,S,01:00 PM - 06:00 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,01,00,06,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Orthopedics,Lecture,Physician Assistant,6322,01,2,50392,Friday,S,M,T,W,T,F,S,01:00 PM - 06:00 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,01,00,06,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspects of Primary Care,Lecture,Physician Assistant,6326,01,4,50022,Friday,S,M,T,W,T,F,S,08:00 AM - 12:30 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,08,00,12,30,,,,,,Monday,S,T,W,M,T,F,S,10:00 AM - 11:30 AM,10,00,11,30,Type: Class,Type:,Building: Robinson Hall,Building:,Room: 107,Room:,Start Date: 05/05/2025,Start Date:,End Date: 08/16/2025,End Date:
Emergency Medicine and Critical Care,Lecture,Physician Assistant,6327,01,2,50021,Thursday,S,M,T,W,F,T,S,12:00 PM - 06:00 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,12,00,06,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aging and Rehabilitation Medicine,Lecture,Physician Assistant,6328,01,2,50020,Monday,S,T,W,T,F,M,S,12:00 PM - 06:00 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,12,00,06,00,,,,,,Wednesday,S,M,T,W,T,F,S,12:00 PM - 01:30 PM,12,00,01,30,Type: Class,Type:,Building: Robinson Hall,Building:,Room: 107,Room:,Start Date: 05/05/2025,Start Date:,End Date: 08/16/2025,End Date:
Healthcare Delivery,Lecture,Physician Assistant,6329,01,2,51385,Wednesday,S,M,T,T,F,W,S,04:00 PM - 06:30 PM,Building: Robinson Hall,Room: 107,Start Date: 05/05/2025,End Date: 08/16/2025,Boston,,50,GSBV Physician Assistant,No Course Evaluation,,04,00,06,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Medicine,Off-campus instruction,Physician Assistant,6400,01,5,50007,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,19,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Ambulatory Medicine,Off-campus instruction,Physician Assistant,6401,01,5,50019,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,13,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Family Practice,Off-campus instruction w/ lec,Physician Assistant,6402,01,5,50356,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,20,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Emergency Medicine,Off-campus instruction,Physician Assistant,6403,01,5,50014,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,27,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Women's Health,Off-campus instruction,Physician Assistant,6404,01,5,50018,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,12,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Pediatrics,Off-campus instruction,Physician Assistant,6405,01,5,50017,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,29,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Surgery,Off-campus instruction,Physician Assistant,6406,01,5,50015,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,13,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study in Mental Health,Off-campus instruction,Physician Assistant,6407,01,5,50016,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,17,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Clinical Study Elective,Off-campus instruction,Physician Assistant,6408,01,5,50013,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,6,GSBV Physician Assistant,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Research,Individual Instruction,Physics,9984,01,1 TO 8,51517,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Research,Individual Instruction,Physics,9984,02,1 TO 8,52686,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,01,0,51424,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,02,0,51425,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,03,0,51426,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,04,0,52602,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,05,0,51427,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,06,0,51428,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,07,0,51429,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,08,0,51430,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,09,0,51431,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,10,0,52626,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,11,0,52908,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,12,0,51432,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,13,0,51518,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,14,0,52627,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,15,0,52628,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,16,0,52632,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,17,0,52633,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,18,0,52634,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,19,0,52635,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,20,0,52636,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,21,0,50905,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,22,0,52637,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,23,0,52638,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,24,0,52639,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,25,0,52640,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 1,Individual Instruction,Physics,9990,26,0,53389,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 2,Individual Instruction,Physics,9991,01,0,51496,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,01,0,50255,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,02,0,52655,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,03,0,52789,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,04,0,50026,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,05,0,50235,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,06,0,50285,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,07,0,50342,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,08,0,52712,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,09,0,51516,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,10,0,50287,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,11,0,50286,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,12,0,50025,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,13,0,50345,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,14,0,50400,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,15,0,52683,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,16,0,52790,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,17,0,51503,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,1,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,18,0,50178,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,19,0,50179,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,4,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,20,0,50722,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,21,0,50932,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,22,0,50730,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,23,0,50933,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,2,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,24,0,50005,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,5,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,25,0,50934,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Physics,9996,26,0,50196,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 05/05/2025,End Date: 08/16/2025,"No campus, no room needed",,3,GS College of Science,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
