section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),readonly (12)
Project Risk Management,Lecture,Project Management - CPS,6015,17,3,20958,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 470,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"7 of 30 seats remain.
10 of 10 waitlist seats remain.",7,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Risk Management,Lecture,Project Management - CPS,6015,18,3,21098,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 218,Start Date: 02/18/2025,End Date: 03/29/2025,"Portland, Maine",,FULL,10,Roux Institute,Portland Maine Eligible,CPS Digital Badge,06,00,08,40,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Risk Management,Lecture,Project Management - CPS,6015,19,3,21695,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: Northeastern Arlington Tower,Room: 1525,Start Date: 02/18/2025,End Date: 03/29/2025,"Arlington, VA","18 of 25 seats remain.
5 of 5 waitlist seats remain.",18,5,CPS-Leadership Programs GR 1,CPS Digital Badge,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,02,3,20430,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 430,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,,FULL,10,CPS-Leadership Programs GR 1,,,05,50,08,30,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,04,3,20126,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Snell Library,Room: 033,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"14 of 30 seats remain.
10 of 10 waitlist seats remain.",14,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,06,3,20128,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 070,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,,FULL,10,CPS-Leadership Programs GR 1,,,05,50,08,30,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,08,3,20414,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: EXP,Room: 203,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"3 of 30 seats remain.
10 of 10 waitlist seats remain.",3,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,11,3,20537,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,12,3,20583,Wednesday,S,M,T,T,F,S,W,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",11 of 30 seats remain.,11,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,13,3,20584,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 1012,Start Date: 02/18/2025,End Date: 03/29/2025,"Silicon Valley, CA","8 of 30 seats remain.
10 of 10 waitlist seats remain.",8,10,San Jose Eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,14,3,20585,Sunday,M,T,W,T,F,S,S,09:00 AM - 11:40 AM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,09,00,11,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,16,3,20586,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: 225 Terry Ave,Room: 216,Start Date: 02/18/2025,End Date: 03/29/2025,"Seattle, WA","15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,"Seattle, WA program eligible",CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,17,3,20689,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 137,Start Date: 02/18/2025,End Date: 03/29/2025,"Portland, Maine","8 of 32 seats remain.
10 of 10 waitlist seats remain.",8,10,Portland Maine Eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,18,3,20706,Tuesday,S,M,W,T,F,S,T,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,19,3,20707,Monday,S,T,W,T,F,S,M,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,12,00,02,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,20,3,20708,Friday,S,M,T,W,T,S,F,03:00 PM - 05:40 PM,Building: First Canadian Place,Room: 004,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,21,3,20709,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",17 of 30 seats remain.,17,,Toronto program eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,23,3,20710,Tuesday,S,M,W,T,F,S,T,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,26,3,21087,Sunday,M,T,W,T,F,S,S,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,,12,00,02,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Scheduling and Cost Planning,Lecture,Project Management - CPS,6025,27,3,21510,Saturday,S,M,T,W,T,F,S,09:00 AM - 11:40 AM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",5 of 30 seats remain.,5,,CPS-Leadership Programs GR 1,,,09,00,11,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Finance,Lecture,Project Management - CPS,6075,01,3,20493,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Finance,Lecture,Project Management - CPS,6075,02,3,20587,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: 89 Broad Street,Room: 205,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Finance,Lecture,Project Management - CPS,6075,07,3,20861,Saturday,S,M,T,W,T,F,S,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada","3 of 30 seats remain.
6 of 6 waitlist seats remain.",3,6,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Finance,Lecture,Project Management - CPS,6075,11,3,21517,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,"Building: 375 Queen Street, Toronto",Room: 603,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","1 of 30 seats remain.
6 of 6 waitlist seats remain.",1,6,CPS-Leadership Programs GR 1,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,01,3,20363,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,03,3,20513,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: 401 Terry Ave,Room: 142,Start Date: 01/06/2025,End Date: 02/15/2025,"Seattle, WA","9 of 16 seats remain.
10 of 10 waitlist seats remain.",9,10,"Seattle, WA program eligible",Seattle CPS-Ldrshp Prog GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,04,3,20358,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Richards Hall,Room: 253,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,07,3,20737,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Cargill Hall,Room: 094,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"18 of 30 seats remain.
10 of 10 waitlist seats remain.",18,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,10,3,20885,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,"Building: 375 Queen Street, Toronto",Room: 604,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","2 of 30 seats remain.
6 of 6 waitlist seats remain.",2,6,Toronto program eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,11,3,20886,Saturday,S,M,T,W,T,F,S,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",,FULL,6,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,FULL: 0 of 30 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Evaluation and Assessment,Lecture,Project Management - CPS,6125,12,3,21459,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 903,Start Date: 01/06/2025,End Date: 02/15/2025,"Silicon Valley, CA","11 of 15 seats remain.
6 of 6 waitlist seats remain.",11,6,CPS-Leadership Programs GR 1,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,01,3,20203,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 270,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,02,3,20144,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Shillman Hall,Room: 335,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"17 of 30 seats remain.
10 of 10 waitlist seats remain.",17,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,03,3,20204,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Ryder Hall,Room: 429,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"8 of 30 seats remain.
10 of 10 waitlist seats remain.",8,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,04,3,20162,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,"Charlotte, NC program eligible",CPS-Leadership Programs GR 1,CPS Digital Badge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,05,3,20289,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Science Engineering Complex,Room: 140,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,12,3,20931,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 137,Start Date: 01/06/2025,End Date: 02/15/2025,"Portland, Maine","4 of 30 seats remain.
10 of 10 waitlist seats remain.",4,10,Portland Maine Eligible,CPS-Leadership Programs GR 1,CPS Digital Badge,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Quality Management,Lecture,Project Management - CPS,6135,13,3,21284,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 102,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Leadership Programs GR 1,CPS Digital Badge,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Troubled Projects,Lecture,Project Management - CPS,6140,01,3,20196,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 102,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"9 of 30 seats remain.
10 of 10 waitlist seats remain.",9,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Troubled Projects,Lecture,Project Management - CPS,6140,04,3,20303,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 210,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Troubled Projects,Lecture,Project Management - CPS,6140,06,3,21511,Monday,S,T,W,T,F,S,M,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 604,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",,FULL,6,CPS-Leadership Programs GR 1,,,12,00,02,40,FULL: 0 of 30 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Troubled Projects,Lecture,Project Management - CPS,6140,07,3,21512,Monday,S,T,W,T,F,S,M,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 604,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada","9 of 30 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Leadership Programs GR 1,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
