section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,readonly (9),status-full,readonly (10),readonly (11),status-bold (2),status-waitlist,readonly (12),readonly (13),status-bold (3),readonly (14),readonly (15),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (18),ui-state-default (25)
Pharmaceutical Sciences Laboratory,Lab,Pharmaceutical Science,7010,01,4,41934,"Tuesday,Wednesday,Thursday",M,W,T,F,S,03:00 PM - 07:00 PM,03,00,07,00,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 620,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,16 of 16 seats remain.,16,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contemporary Issues in Geriatric Pharmacy,Lecture,Pharmacy Practice,4890,01,2,42062,"Monday,Wednesday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Library,Room: 009,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"17 of 20 seats remain.
5 of 5 waitlist seats remain.",17,Bouve Health Sci,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Science and Therapeutics 6,Lecture,Pharmacy Practice,5220,01,4,41935,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Richards Hall,Room: 300,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,15 of 80 seats remain.,15,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Learning Lab 5,Lab,Pharmacy Practice,5285,01,1,41936,Thursday,M,W,T,F,S,09:50 AM - 11:50 AM,09,50,11,50,Type: Class,Building: Richards Hall,Room: 300,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,7 of 24 seats remain.,7,GSBV Bouve,,,,,,,,,,,Tuesday,S,M,T,W,T,F,S,04:00 PM - 06:00 PM,04,00,06,00,Type: Class,Type:,Building: Behrakis Health Sciences Cntr,Building:,Room: 025,Room:,Start Date: 05/05/2025,Start Date:,End Date: 06/28/2025,End Date:,,
Integrated Learning Lab 5,Lab,Pharmacy Practice,5285,02,1,41937,Thursday,M,W,T,F,S,09:50 AM - 11:50 AM,09,50,11,50,Type: Class,Building: Richards Hall,Room: 300,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBV Bouve,FULL: 0 of 24 seats remain.,,,,,,,,,,Tuesday,S,M,T,W,T,F,S,11:00 AM - 01:00 PM,11,00,01,00,Type: Class,Type:,Building: Behrakis Health Sciences Cntr,Building:,Room: 025,Room:,Start Date: 05/05/2025,Start Date:,End Date: 06/28/2025,End Date:,,
Integrated Learning Lab 5,Lab,Pharmacy Practice,5285,03,1,41938,Thursday,M,W,T,F,S,09:50 AM - 11:50 AM,09,50,11,50,Type: Class,Building: Richards Hall,Room: 300,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBV Bouve,FULL: 0 of 24 seats remain.,,,,,,,,,,Tuesday,S,M,T,W,T,F,S,01:30 PM - 03:30 PM,01,30,03,30,Type: Class,Type:,Building: Behrakis Health Sciences Cntr,Building:,Room: 025,Room:,Start Date: 05/05/2025,Start Date:,End Date: 06/28/2025,End Date:,,
Concepts in Practice 5,Seminar,Pharmacy Practice,5295,01,1,41939,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 04:30 PM,01,30,04,30,Type: Class,Building: Ryder Hall,Room: 124,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,8 of 19 seats remain.,8,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concepts in Practice 5,Seminar,Pharmacy Practice,5295,02,1,41940,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 04:30 PM,01,30,04,30,Type: Class,Building: Ryder Hall,Room: 126,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,1 of 19 seats remain.,1,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concepts in Practice 5,Seminar,Pharmacy Practice,5295,03,1,41941,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 04:30 PM,01,30,04,30,Type: Class,Building: Ryder Hall,Room: 128,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,1 of 19 seats remain.,1,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concepts in Practice 5,Seminar,Pharmacy Practice,5295,04,1,41942,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 04:30 PM,01,30,04,30,Type: Class,Building: Ryder Hall,Room: 154,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,1 of 19 seats remain.,1,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharmacother in Adults Primer,Lecture,Pharmacy Practice,5880,01,2,42089,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,"14 of 30 seats remain.
5 of 5 waitlist seats remain.",14,GSBV Bouve,,Topics Course,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Pharmacy Practice,5976,01,4,42270,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,GSBV Bouve,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Pharmacy Practice,6964,01,0,41698,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",28 of 28 seats remain.,28,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Philosophy,Lecture,Philosophy,1101,01,4,40946,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Forsyth Building,Room: 129,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"28 of 35 seats remain.
10 of 10 waitlist seats remain.",28,NUpath Ethical Reasoning,,NU Core Humanities Lvl 1,NUpath Societies/Institutions,10,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Contemporary Moral Issues,Lecture,Philosophy,1102,01,4,40328,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Ethical Reasoning,FULL: 0 of 35 seats remain.,NU Core Humanities Lvl 1,NUpath Societies/Institutions,,,NU Accelerate Program Course,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Contemporary Moral Issues,Lecture,Philosophy,1102,02,4,41164,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Ethical Reasoning,FULL: 0 of 35 seats remain.,NU Core Humanities Lvl 1,NUpath Societies/Institutions,,,NU Accelerate Program Course,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology and Human Values,Lecture,Philosophy,1145,01,4,40368,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Snell Library,Room: 119,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"9 of 35 seats remain.
10 of 10 waitlist seats remain.",9,NUpath Ethical Reasoning,,NU Core Humanities Lvl 1,NUpath Societies/Institutions,10,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology and Human Values,Lecture,Philosophy,1145,02,4,40691,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Snell Library,Room: 015,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Ethical Reasoning,FULL: 0 of 35 seats remain.,NU Core Humanities Lvl 1,NUpath Societies/Institutions,9,9 of 10 waitlist seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moral and Social Problems in Healthcare,Lecture,Philosophy,1165,01,4,40167,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Richards Hall,Room: 275,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Ethical Reasoning,FULL: 0 of 35 seats remain.,NU Core Humanities Lvl 1,NUpath Societies/Institutions,10,10 of 10 waitlist seats remain.,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moral and Social Problems in Healthcare,Lecture,Philosophy,1165,02,4,41459,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Richards Hall,Room: 275,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"15 of 35 seats remain.
10 of 10 waitlist seats remain.",15,NUpath Ethical Reasoning,,NU Core Humanities Lvl 1,NUpath Societies/Institutions,10,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ethics of Food,Lecture,Philosophy,1185,02,4,42001,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Ryder Hall,Room: 429,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"32 of 35 seats remain.
10 of 10 waitlist seats remain.",32,NUpath Ethical Reasoning,,NU Core Humanities Lvl 1,NUpath Societies/Institutions,10,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Problem of Evil in Film,Lecture,Philosophy,1666,01,4,40766,"Tuesday,Thursday",M,W,T,F,S,05:40 PM - 08:55 PM,05,40,08,55,Type: Class,Building: Forsyth Building,Room: 237,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"19 of 35 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Difference/Diversity,,NUpath Ethical Reasoning,NU Core Humanities Lvl 1,10,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Philosophy and Political Thought,Lecture,Philosophy,2325,01,4,40369,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Shillman Hall,Room: 105,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core Experiential Learning,FULL: 0 of 15 seats remain.,NUpath Ethical Reasoning,NUpath Interpreting Culture,,,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,
Philosophy of Emotions,Lecture,Philosophy,3305,01,4,41076,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Ryder Hall,Room: 233,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Ethical Reasoning,FULL: 0 of 30 seats remain.,UG Col Socl Sci & Humanities,,9,9 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsible AI,Lecture,Philosophy,5110,01,4,42002,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,82 of 100 seats remain.,82,EDGE supported Section,,Performance Based Admission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroscience,Lecture,Physical Therapy,5138,01,4,40668,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 10:45 AM,08,00,10,45,Type: Class,Building: Knowles Center,Room: 010,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,20 of 52 seats remain.,20,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PT 5138,Lab,Physical Therapy,5139,01,1,40669,"Tuesday,Thursday",M,W,T,F,S,09:45 AM - 12:15 PM,09,45,12,15,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBV Bouve,FULL: 0 of 26 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PT 5138,Lab,Physical Therapy,5139,02,1,40670,"Tuesday,Thursday",M,W,T,F,S,12:30 PM - 03:00 PM,12,30,03,00,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,20 of 26 seats remain.,20,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motor Control, Development, and Learning",Lecture,Physical Therapy,5150,01,4,40671,"Monday,Wednesday",M,W,T,F,S,11:45 AM - 02:30 PM,11,45,02,30,Type: Class,Building: Hurtig Hall,Room: 224,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,22 of 52 seats remain.,22,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PT 5150,Lab,Physical Therapy,5151,01,1,40672,Monday,M,W,T,F,S,02:40 PM - 05:30 PM,02,40,05,30,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 415,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,3 of 25 seats remain.,3,GSBV Bouve,,NUpath Analyzing/Using Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PT 5150,Lab,Physical Therapy,5151,02,1,40673,Monday,M,W,T,F,S,02:40 PM - 05:30 PM,02,40,05,30,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 410,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,17 of 25 seats remain.,17,GSBV Bouve,,NUpath Analyzing/Using Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Physical Therapy,6964,01,0,40992,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,42 of 42 seats remain.,42,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Astronomy,Lecture,Physics,1111,01,4,40085,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Forsyth Building,Room: 237,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,32 of 35 seats remain.,32,NUpath Natural/Designed World,,NU Core Science/Tech Lvl 1,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modern Science: A Voyage into Matter, Life, and Mind",Lecture,Physics,1122,01,4,40382,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Shillman Hall,Room: 210,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,36 of 40 seats remain.,36,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics for Life Sciences 1,Lecture,Physics,1145,01,4,40783,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Churchill Hall,Room: 103,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,7 of 130 seats remain.,7,NUpath Natural/Designed World,,NU Core Science/Tech Lvl 1,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,01,1,40784,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,02,1,40785,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,03,1,40786,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,04,1,40787,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,05,1,40857,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,2 of 10 seats remain.,2,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,06,1,40858,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 10 seats remain.,1,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,07,1,40859,Tuesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,08,1,40868,Tuesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,09,1,41096,Tuesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,10,1,41097,Tuesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,11,1,41590,Thursday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,12,1,41591,Thursday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1145,Lab,Physics,1146,13,1,41592,Thursday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,5 of 10 seats remain.,5,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics for Life Sciences 2,Lecture,Physics,1147,01,4,40961,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Hurtig Hall,Room: 130,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 98 seats remain.,1,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,01,1,40963,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,02,1,40959,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,03,1,40960,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,04,1,40962,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,05,1,41086,Wednesday,M,W,T,F,S,11:40 AM - 02:30 PM,11,40,02,30,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,06,1,41087,Wednesday,M,W,T,F,S,11:40 AM - 02:30 PM,11,40,02,30,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,07,1,41593,Wednesday,M,W,T,F,S,11:40 AM - 02:30 PM,11,40,02,30,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,08,1,41594,Wednesday,M,W,T,F,S,11:40 AM - 02:30 PM,11,40,02,30,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,09,1,42235,Wednesday,M,W,T,F,S,11:40 AM - 02:30 PM,11,40,02,30,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1147,Lab,Physics,1148,10,1,42236,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics for Engineering 1,Lecture,Physics,1151,01,3,40152,"Monday,Wednesday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Dodge Hall,Room: 119,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,24 of 60 seats remain.,24,NUpath Natural/Designed World,,NU Core Science/Tech Lvl 1,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1151,Lab,Physics,1152,01,1,40153,Wednesday,M,W,T,F,S,01:30 PM - 04:20 PM,01,30,04,20,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1151,Lab,Physics,1152,02,1,40154,Wednesday,M,W,T,F,S,01:30 PM - 04:20 PM,01,30,04,20,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,6 of 10 seats remain.,6,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1151,Lab,Physics,1152,03,1,40158,Wednesday,M,W,T,F,S,01:30 PM - 04:20 PM,01,30,04,20,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,3 of 10 seats remain.,3,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1151,Lab,Physics,1152,04,1,40193,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,3 of 10 seats remain.,3,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
