section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,readonly (9),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),status-bold (2),readonly (11),readonly (12),readonly (13),readonly (14),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-state-default (26),tooltip-row (37),tooltip-row (39),tooltip-row (47),tooltip-row (49),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),tooltip-row (67),tooltip-row (69),tooltip-row (77),tooltip-row (79),status-waitlist,readonly (15),status-full,readonly (16)
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,18,0,18293,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,19,0,18294,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,20,0,18295,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,21,0,18296,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,22,0,18297,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,23,0,18298,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,24,0,18299,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,25,0,18300,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,26,0,18301,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,27,0,18302,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,28,0,18303,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,29,0,18304,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,30,0,18305,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,31,0,18306,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,48,0,18307,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,59,0,18308,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,63,0,18309,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,65,0,18310,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,66,0,18311,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,67,0,18312,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,68,0,18313,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,69,0,18314,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,70,0,18315,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,71,0,18316,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,72,0,18317,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mechanical Engineering,9996,73,0,18318,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"No campus, no room needed",5 of 5 seats remain.,5,GSEN Engineering,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Media and Screen Studies at Northeastern,Lecture,Media and Screen Studies,1000,01,1,11341,Thursday,S,M,T,W,T,F,S,11:45 AM - 12:50 PM,11,45,12,50,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,No Course Evaluation,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Film 101,Lecture,Media and Screen Studies,1100,01,4,14601,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"48 of 48 seats remain.
10 of 10 waitlist seats remain.",48,NUpath Difference/Diversity,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Media, Culture, and Society",Lecture,Media and Screen Studies,1220,01,4,10853,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"150 of 150 seats remain.
15 of 15 waitlist seats remain.",150,NUpath Interpreting Culture,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,15,NUpath Societies/Institutions,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Film Production,Lecture,Media and Screen Studies,1230,01,4,12707,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"16 of 16 seats remain.
8 of 8 waitlist seats remain.",16,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,8,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Film Production,Lecture,Media and Screen Studies,1230,02,4,11275,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"16 of 16 seats remain.
8 of 8 waitlist seats remain.",16,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,8,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Media and Social Change,Lecture,Media and Screen Studies,1320,02,4,12708,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,NUpath Ethical Reasoning,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Media History,Lecture,Media and Screen Studies,1420,01,4,11780,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narrative Filmmaking,Seminar,Media and Screen Studies,2160,01,4,12030,Friday,S,M,T,W,T,S,F,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"16 of 16 seats remain.
8 of 8 waitlist seats remain.",16,NUpath Creative Express/Innov,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Race and Social Justice in American Film,Lecture,Media and Screen Studies,2335,01,4,16222,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Difference/Diversity,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Film and Culture,Lecture,Media and Screen Studies,2336,01,4,14602,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Interpreting Culture,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Character, Conflict, and Dialogue",Lecture,Media and Screen Studies,2391,01,4,16223,Monday,S,M,T,W,T,F,S,01:35 PM - 05:40 PM,01,35,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"15 of 15 seats remain.
10 of 10 waitlist seats remain.",15,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound Cultures,Lecture,Media and Screen Studies,2450,01,4,14604,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Interpreting Culture,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Feminisms,Lecture,Media and Screen Studies,2505,01,4,13640,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,9 of 9 seats remain.,9,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Writing Intensive,"UG Col of Arts, Media & Design",Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cloud, Closet, (Drop)Box",Lecture,Media and Screen Studies,2600,01,4,16224,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Writing Intensive,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentary Film Ethics,Seminar,Media and Screen Studies,3330,01,4,16225,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Ethical Reasoning,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screenwriting,Seminar,Media and Screen Studies,3389,02,4,13537,Wednesday,S,M,T,W,T,F,S,01:35 PM - 05:40 PM,01,35,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"15 of 15 seats remain.
8 of 8 waitlist seats remain.",15,NUpath Creative Express/Innov,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screenwriting: Feature Films,Lecture,Media and Screen Studies,3390,02,4,13116,Thursday,S,M,T,W,T,F,S,01:35 PM - 05:40 PM,01,35,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"15 of 15 seats remain.
8 of 8 waitlist seats remain.",15,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentary Production,Studio,Media and Screen Studies,3446,01,4,13117,Wednesday,S,M,T,W,T,F,S,06:00 PM - 09:00 PM,06,00,09,00,Type: Class,Type:,Building: Holmes Hall,Building:,Room: 206,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"16 of 16 seats remain.
8 of 8 waitlist seats remain.",16,NU Core Experiential Learning,NUpath Creative Express/Innov,,,,,,,,,,,,,,,,,,,,,,,,8,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Film Theory,Lecture,Media and Screen Studies,3600,01,4,13118,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
8 of 8 waitlist seats remain.",19,NUpath Interpreting Culture,NU Core Math/Anly Think Lvl 2,,,,,,,,,,,,,,,,,,,,,,,,8,NU Core Writing Intsv in Majr,NUpath Writing Intensive,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Media and Screen Studies Capstone,Lecture,Media and Screen Studies,4623,01,4,12335,Tuesday,S,M,W,T,T,F,S,03:25 PM - 06:30 PM,03,25,06,30,Type: Class,Type:,Building: Lake Hall,Building:,Room: 206,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
8 of 8 waitlist seats remain.",19,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,8,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
